Référence,Version,Prédéterminé,Type,EAN13,Famille,Catalogue,"Tarif national",Garantie,"Étiquette V/F","Fiche technique",Description,masterfile.tender_text,masterfile.codi_duaner,Matériel,Fini,grand,Largeur,Hauteur,Projection,"Source de lumière","Inclure une ampoule","Efficacité énergétique","Unités masterbox","Produit déclassé","Lancement de produit","Poids emballé (kg)","Weight master box","Poids net (kg)","Unité de volume (m3)","Volume Master box (m3)","Length Box 1","Largeur de la boîte 1","Boîte de hauteur 1","Length Box 2","Largeur de la boîte 2","Boîte de hauteur 2","Length Box 3","Largeur de la boîte 3","Boîte de hauteur 3","Length MB 1","Largeur MB 1","Hauteur MB 1","Length MB 2","Largeur MB 2","Hauteur MB 2","Length MB 3","Largeur MB 3","Hauteur MB 3","Watts (W)","Lumens (lm)","Real Lumens (lm)","Température de couleur LED (K)",CRI,"Faisceau de lumière (°)","Réglementation de type",IP,IK,"Image Web","Image d'environnement 1","Image d'environnement 2","Image d'environnement 3","Image de détail 1","Image de détail 2",IMC,EE,Photométrie,masterfile.ploma_comercial,Accessoires,3D,masterfile.ies,masterfile.ldt,"Codi Kenya","Código RETILAP","Maroc Code","Pays Code 4","Pays Code 5","Pays Code 6",Modèle
PX-0553-ANT,V0,Oui,"Applique murale",8445386484006,PALE,DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/PX-0553-ANT.html,"APPLIQUE MURALE IP54 PALE LED 21W 4000K ON-OFF GRIS URBAIN 2400","LedsC4 PALE PX-0553-ANT  Applique murale  Source lumineuse orientable. Matière de la structure: Aluminium. Finition structure: Gris urbain. Matière du diffuseur: Polycarbonate. Finition diffuseur: Blanc opale. Garantie: 5 Ans.  Poids net du produit (kg): 0.34 Largeur ou diamètre du produit (mm): 140 Hauteur du produit (mm): 110 Sortie du produit (mm): 35  Classe 1. IP: IP54. IK: IK07. LED. Nombre de douilles ou LED: 1. Puissance maximale de la source lumineuse: 19.5W. Température de couleur: 4000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 36.000h L70B30. Risque photobiologique: RG0. Flux nominal (lm): 2400. Plage de tension/fréquence: 220-240/50-60Hz. Tension: 18. Appareillage fourni: No. Puissance totale: 21. Facteur de puissance: 0.70. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, Polycarbonate","Gris urbain, Blanc opale",,140,110,35,"1xLED 19.5 2400 lm",Oui,E,20,"Discontinuo_NC FR",2023,"0,41","8,2","0,34","0,001","0,02",170,50,110,,,,,,,,,,,,,,,,21,2400,,4000K,80,,ON-OFF,IP54,IK07,https://files.ledsc4.com/main-photo/PX-0553-ANT,,,,https://files.ledsc4.com/detail-photo/1/PX-0553-ANT,https://files.ledsc4.com/detail-photo/2/PX-0553-ANT,https://files.ledsc4.com/imc/PX-0553-ANT.html,https://files.ledsc4.com/el/PX-0553-ANT.html,,,,,,,,RETILAP-APLIQUE,FX-LED-I,,,,
PX-0555-ANT,V0,Oui,Réverbère,8445386487564,PALE,DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/PX-0555-ANT.html,"RÉVERBÈRE IP54 PALE LED 21W 4000K ON-OFF GRIS URBAIN 2400","LedsC4 PALE PX-0555-ANT  Réverbère  Source lumineuse orientable. Matière de la structure: Aluminium. Finition structure: Gris urbain. Matière du diffuseur: Polycarbonate. Finition diffuseur: Blanc opale. Garantie: 5 Ans.  Poids net du produit (kg): 0.86 Largeur ou diamètre du produit (mm): 80 Hauteur du produit (mm): 700 Sortie du produit (mm): 230  Classe 1. IP: IP54. IK: IK07. LED. Nombre de douilles ou LED: 1. Puissance maximale de la source lumineuse: 19.5W. Température de couleur: 4000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 36.000h L70B30. Risque photobiologique: RG0. Flux nominal (lm): 2400. Plage de tension/fréquence: 220-240/50-60Hz. Tension: 18. Appareillage fourni: No. Puissance totale: 21. Facteur de puissance: 0.70. Appareillage réglable fourni: ON-OFF.",9405219090,"Aluminium, Polycarbonate","Gris urbain, Blanc opale",,80,700,230,"1xLED 19.5 2400 lm",Oui,E,6,"Discontinuo_NC FR",2023,"1,25","7,5","0,86","0,017","0,102",280,85,710,,,,,,,,,,,,,,,,21,2400,,4000K,80,,ON-OFF,IP54,IK07,https://files.ledsc4.com/main-photo/PX-0555-ANT,https://files.ledsc4.com/ambience-photo/1/PX-0555-ANT,,,https://files.ledsc4.com/detail-photo/1/PX-0555-ANT,https://files.ledsc4.com/detail-photo/2/PX-0555-ANT,https://files.ledsc4.com/imc/PX-0555-ANT.html,https://files.ledsc4.com/el/PX-0555-ANT.html,,,,,,,,RETILAP-BALIZA,FX-LED-I,,,,
PX-0544-ANT,V0,Oui,"Applique murale",8445386638331,BRIT,Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/PX-0544-ANT.html,"APPLIQUE MURALE IP54 BRIT LED 7.1W 3000K GRIS URBAIN 855","LedsC4 BRIT PX-0544-ANT  Applique murale à usage extérieur  Matière de la structure: Aluminium. Finition structure: Gris urbain. Matière du diffuseur: Polycarbonate. Finition diffuseur: Transparent. Protection contre les rayons ultraviolets. Garantie: 2 Ans.  Poids net du produit (kg): 0.46 Largeur ou diamètre du produit (mm): 65 Hauteur du produit (mm): 190 Sortie du produit (mm): 95  Classe 1. IP: IP54. IK: IK10. LED. Nombre de douilles ou LED: 1. Puissance maximale de la source lumineuse: 7.1W. Température de couleur: 3000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 5. Durée de vie en heures: 36.000h L70B30. Facteur UGR: 26.7. Risque photobiologique: RG0. Flux réel (lm): 579. Flux nominal (lm): 855. Lm/W réels: 82. Tension: 18. Appareillage fourni: Oui. Puissance totale: 7.1. Facteur de puissance: 0.65.",9405119090,"Aluminium, Polycarbonate","Gris urbain, Transparent",,65,190,95,"1xLED 7.1 855 lm",Oui,E,9,"Descatalogado FR",2023,"0,56","5,04","0,46","0,003","0,027",105,80,200,,,,,,,,,,,,,,,,"7,1",855,579,3000K,80,"Check Photometric file",,IP54,IK10,https://files.ledsc4.com/main-photo/PX-0544-ANT,https://files.ledsc4.com/ambience-photo/1/PX-0544-ANT,https://files.ledsc4.com/ambience-photo/2/PX-0544-ANT,,https://files.ledsc4.com/detail-photo/1/PX-0544-ANT,https://files.ledsc4.com/detail-photo/2/PX-0544-ANT,https://files.ledsc4.com/imc/PX-0544-ANT.html,https://files.ledsc4.com/el/PX-0544-ANT.html,https://files.ledsc4.com/fm/PX-0544-ANT.html,,,,https://files.ledsc4.com/ies/PX-0544-ANT.html,https://files.ledsc4.com/ldt/PX-0544-ANT.html,,RETILAP-APLIQUE,FX-LED-I,,,,
PX-0510-BLA,V0,Oui,"Applique de plafond",8445386638300,"Scal ø200",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/PX-0510-BLA.html,"APPLIQUE DE PLAFOND IP54 SCAL Ø200 LED 13.5W SW 3000-4000-6000K ON-OFF BLANC 16","LedsC4 Scal ø200 PX-0510-BLA  Applique de plafond à usage extérieur  Mètres de câble fournis: 110. Matière de la structure: Polypropylène. Finition structure: Blanc. Matière du diffuseur: Polypropylène. Finition diffuseur: Nuancé. Garantie: 2 Ans.  Poids net du produit (kg): 0.24 Largeur ou diamètre du produit (mm): 200 Hauteur du produit (mm): 47  Classe 2. IP: IP54. IK: IK10. LED. Nombre de douilles ou LED: 1. Puissance maximale de la source lumineuse: 13.5W. Température de couleur: SW 3000-4000-6000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 36.000h L70B30. Facteur UGR: 24.0. Risque photobiologique: RG1. Flux réel (lm): 1637. Flux nominal (lm): 2160. Lm/W réels: 114. Plage de tension/fréquence: 220-240/50-60Hz. Tension: 3.2. Température de couleur: SW 3000-4000-6000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 36.000h L70B30. Facteur UGR: 24.0. Risque photobiologique: RG1. Flux réel (lm): 1637. Flux nominal (lm): 2160. Lm/W réels: 114. Tension: 3.2. Appareillage fourni: Oui. Puissance totale: 14.4. Facteur de puissance: 0.60. Appareillage réglable fourni: ON-OFF.",9405114090,"Polypropylène, Polypropylène","Blanc, Nuancé",,200,47,,"1xLED 13.5 2160 lm",Oui,E,20,"Descatalogado FR",2023,"0,48","9,6","0,24","0,003","0,06",205,55,205,,,,,,,,,,,,,,,,"14,4",2160,1637,"SW 3000-4000-6000K",80,SPOT,ON-OFF,IP54,IK10,https://files.ledsc4.com/main-photo/PX-0510-BLA,https://files.ledsc4.com/ambience-photo/1/PX-0510-BLA,,,https://files.ledsc4.com/detail-photo/1/PX-0510-BLA,https://files.ledsc4.com/detail-photo/2/PX-0510-BLA,https://files.ledsc4.com/imc/PX-0510-BLA.html,https://files.ledsc4.com/el/PX-0510-BLA.html,https://files.ledsc4.com/fm/PX-0510-BLA.html,,,,https://files.ledsc4.com/ies/PX-0510-BLA.html,https://files.ledsc4.com/ldt/PX-0510-BLA.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
TC-0105-BLA,V0,Non,"Applique de plafond",8445386485355,"Stac Ø400mm",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/TC-0105-BLA.html,"APPLIQUE DE PLAFOND STAC Ø400MM LED 16.7W 4000K ON-OFF BLANC 1299LM","LedsC4 Stac Ø400mm TC-0105-BLA  Applique de plafond à usage extérieur  Matière de la structure: Acier. Finition structure: Blanc. Matière du diffuseur: Polystyrène. Finition diffuseur: OPAL. Garantie: 2 Ans.  Poids net du produit (kg): 0.89 Largeur ou diamètre du produit (mm): 400 Hauteur du produit (mm): 50  Classe 1. IP: IP20. LED. Nombre de douilles ou LED: 1. Puissance maximale de la source lumineuse: 16.7W. Température de couleur: 4000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 36.000h L70B30. Facteur UGR: 17.1. Risque photobiologique: RG0. Flux réel (lm): 1299. Flux nominal (lm): 2550. Lm/W réels: 71. Plage de tension/fréquence: 175-265V /  50-60Hz. Tension: 6. Appareillage fourni: Oui. Puissance totale: 18.3. Facteur de puissance: 0.44. Appareillage réglable fourni: ON-OFF.",9405119090,"Acier, Polystyrène","Blanc, OPAL",,400,50,,"1xLED 16.7 2550 lm",Oui,F,10,"Descatalogado FR",2023,"1,25","12,5","0,89","0,012","0,12",405,45,400,,,,,,,,,,,,,,,,"18,3",2550,1299,4000K,80,SPOT,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/TC-0105-BLA,https://files.ledsc4.com/ambience-photo/1/TC-0105-BLA,https://files.ledsc4.com/ambience-photo/2/TC-0105-BLA,https://files.ledsc4.com/ambience-photo/3/TC-0105-BLA,https://files.ledsc4.com/detail-photo/1/TC-0105-BLA,,https://files.ledsc4.com/imc/TC-0105-BLA.html,https://files.ledsc4.com/el/TC-0105-BLA.html,https://files.ledsc4.com/fm/TC-0105-BLA.html,,,,https://files.ledsc4.com/ies/TC-0105-BLA.html,https://files.ledsc4.com/ldt/TC-0105-BLA.html,,,FX-LED-I,,,,
TC-0106-BLA,V0,Non,"Applique de plafond",8445386485362,"Stac Ø600mm",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/TC-0106-BLA.html,"APPLIQUE DE PLAFOND STAC Ø600MM LED 34.5W 4000K ON-OFF BLANC 2994LM","LedsC4 Stac Ø600mm TC-0106-BLA  Applique de plafond à usage extérieur  Matière de la structure: Acier. Finition structure: Blanc. Matière du diffuseur: Polystyrène. Finition diffuseur: OPAL. Garantie: 2 Ans.  Poids net du produit (kg): 2.12 Largeur ou diamètre du produit (mm): 600 Hauteur du produit (mm): 50  Classe 1. IP: IP20. LED. Nombre de douilles ou LED: 1. Puissance maximale de la source lumineuse: 34.5W. Température de couleur: 4000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 36.000h L70B30. Facteur UGR: 17.2. Risque photobiologique: RG0. % de Flickering: +/- 3%. Flux réel (lm): 2994. Flux nominal (lm): 4500. Lm/W réels: 71. Plage de tension/fréquence: 175-265V /  50-60Hz. Tension: 6. Appareillage fourni: Oui. Puissance totale: 42. Facteur de puissance: 0.49. Appareillage réglable fourni: ON-OFF.",9405119090,"Acier, Polystyrène","Blanc, OPAL",,600,50,,"1xLED 34.5 4500 lm",Oui,F,5,"Descatalogado FR",2023,"2,82","14,1","2,12","0,025","0,125",600,60,600,,,,,,,,,,,,,,,,42,4500,2994,4000K,80,SPOT,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/TC-0106-BLA,https://files.ledsc4.com/ambience-photo/1/TC-0106-BLA,,,https://files.ledsc4.com/detail-photo/1/TC-0106-BLA,,https://files.ledsc4.com/imc/TC-0106-BLA.html,https://files.ledsc4.com/el/TC-0106-BLA.html,https://files.ledsc4.com/fm/TC-0106-BLA.html,,,,https://files.ledsc4.com/ies/TC-0106-BLA.html,https://files.ledsc4.com/ldt/TC-0106-BLA.html,,,FX-LED-I,,,,
PX-0541-ALU,V0,Oui,"Applique murale",8445386479538,"Rect Square",Forlight,"41,95",3,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/PX-0541-ALU.html,"APPLIQUE MURALE IP65 RECT SQUARE LED 3.3W 3000K ACIER INOXYDABLE 345","LedsC4 Rect Square PX-0541-ALU  Applique murale à usage extérieur  Mètres de câble fournis: 0.1. Matière de la structure: Acier inoxydable AISI 304. Finition structure: Acier inoxydable. Matière du diffuseur: Polycarbonate. Finition diffuseur: OPAL. Garantie: 3 Ans.  Poids net du produit (kg): 0.3 Largeur ou diamètre du produit (mm): 135 Hauteur du produit (mm): 135 Sortie du produit (mm): 65 Ø de l&#039;orifice pour l&#039;encastrement (mm): 63  Classe 1. IP: IP65. IK: IK07. LED. Nombre de douilles ou LED: 1. Puissance maximale de la source lumineuse: 3.3W. Température de couleur: 3000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 5. Durée de vie en heures: 36.000h L70B30. Facteur UGR: 20.3. Risque photobiologique: RG0. Flux réel (lm): 235. Flux nominal (lm): 345. Lm/W réels: 71. Tension: 18. Appareillage fourni: Oui. Puissance totale: 3.3. Facteur de puissance: 0.49.",9405119090,"Acier inoxydable AISI 304, Polycarbonate","Acier inoxydable, OPAL",,135,135,65,"1xLED 3.3 345 lm",Oui,F,48,"Discontinuo FR",2023,"0,41","19,68","0,3","0,002","0,096",140,140,750,,,,,,,,,,,,,,,,"3,3",345,235,3000K,80,SPOT,,IP65,IK07,https://files.ledsc4.com/main-photo/PX-0541-ALU,,,,https://files.ledsc4.com/detail-photo/1/PX-0541-ALU,https://files.ledsc4.com/detail-photo/2/PX-0541-ALU,https://files.ledsc4.com/imc/PX-0541-ALU.html,https://files.ledsc4.com/el/PX-0541-ALU.html,https://files.ledsc4.com/fm/PX-0541-ALU.html,,https://files.ledsc4.com/ft3/fr/PX-0541-ALU.html,,https://files.ledsc4.com/ies/PX-0541-ALU.html,https://files.ledsc4.com/ldt/PX-0541-ALU.html,,RETILAP-APLIQUE,FX-LED-I,,,,
DE-0114-BLA,V0,Oui,"Applique murale",8445386487625,ROC,Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/DE-0114-BLA.html,"APPLIQUE MURALE ROC LED 7.3W 3000K ON-OFF BLANC 770","LedsC4 ROC DE-0114-BLA  Applique murale  Le module optique peut facilement tourner 360º. Matière de la structure: Acier. Finition structure: Blanc. Matière du diffuseur: Polycarbonate. Finition diffuseur: OPAL. Garantie: 2 Ans.  Poids net du produit (kg): 0.58 Largeur ou diamètre du produit (mm): 215 Hauteur du produit (mm): 85  Classe 2. IP: IP20. LED. Nombre de douilles ou LED: 1. Puissance maximale de la source lumineuse: 6.6W. Température de couleur: 3000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 36.000h L70B30. Facteur UGR: 18.7. Risque photobiologique: RG0. % de Flickering: +/- 3%. Flux réel (lm): 342. Flux nominal (lm): 770. Lm/W réels: 47. Plage de tension/fréquence: 220-240 VAC/50-60Hz. Tension: 3. Appareillage fourni: Oui. Puissance totale: 7.3. Facteur de puissance: 0.70. Appareillage réglable fourni: ON-OFF.",9405119090,"Acier, Polycarbonate","Blanc, OPAL",,215,85,,"1xLED 6.6 770 lm",Oui,F,6,"Descatalogado FR",2023,"0,99","5,94","0,58","0,007","0,042",250,98,251,,,,,,,,,,,,,,,,"7,3",770,342,3000K,80,"Check Photometric file",ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0114-BLA,https://files.ledsc4.com/ambience-photo/1/DE-0114-BLA,https://files.ledsc4.com/ambience-photo/2/DE-0114-BLA,https://files.ledsc4.com/ambience-photo/3/DE-0114-BLA,https://files.ledsc4.com/detail-photo/1/DE-0114-BLA,https://files.ledsc4.com/detail-photo/2/DE-0114-BLA,https://files.ledsc4.com/imc/DE-0114-BLA.html,https://files.ledsc4.com/el/DE-0114-BLA.html,https://files.ledsc4.com/fm/DE-0114-BLA.html,,,,https://files.ledsc4.com/ies/DE-0114-BLA.html,https://files.ledsc4.com/ldt/DE-0114-BLA.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
DE-0115-BLA,V0,Oui,"Applique murale",8445386485829,JANET,Forlight,"83,55",3,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/DE-0115-BLA.html,"APPLIQUE MURALE JANET LED E27 18.4W 3000K ON-OFF BLANC 184","LedsC4 JANET DE-0115-BLA  Applique murale à usage intérieur  Matière de la structure: Aluminium. Finition structure: Blanc. Matière du diffuseur: Textile. Finition diffuseur: Blanc. Garantie: 3 Ans.  Poids net du produit (kg): 0.71 Longueur du produit (mm): 450 Largeur ou diamètre du produit (mm): 235 Hauteur du produit (mm): 225  Classe 1. IP: IP20. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Puissance maximale de la source lumineuse: 2.1W. Température de couleur: 3000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 36.000h L70B30. Facteur UGR: 9.2. Risque photobiologique: RG2. % de Flickering: &lt;5%. Flux réel (lm): 107. Flux nominal (lm): 184. Lm/W réels: 6. Plage de tension/fréquence: 220-240V/ 50-60Hz. Tension: 3. Appareillage fourni: Oui. Puissance totale: 18.4. Facteur de puissance: 0.47. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, Textile","Blanc, Blanc",450,235,225,,"1xLED 2.1 184 lm",Oui,G,8,"Discontinuo FR",2023,"0,93","7,44","0,71","0,017","0,136",305,245,205,,,,,,,,,,,,,,,,"18,4",184,107,3000K,80,SPOT,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0115-BLA,https://files.ledsc4.com/ambience-photo/1/DE-0115-BLA,,,https://files.ledsc4.com/detail-photo/1/DE-0115-BLA,https://files.ledsc4.com/detail-photo/2/DE-0115-BLA,https://files.ledsc4.com/imc/DE-0115-BLA.html,https://files.ledsc4.com/el/DE-0115-BLA.html,https://files.ledsc4.com/fm/DE-0115-BLA.html,,,,https://files.ledsc4.com/ies/DE-0115-BLA.html,https://files.ledsc4.com/ldt/DE-0115-BLA.html,,RETILAP-DECORATIVE,FX-INC-I,,,,
DE-0121-NEG,V0,Oui,"Salle de bains",8445386487366,NORA,Forlight,"65,2",3,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/DE-0121-NEG.html,"SALLE DE BAINS NORA LED 8.3W 4000K ON-OFF NOIR 936","LedsC4 NORA DE-0121-NEG  Salle de bains à usage intérieur  Matière de la structure: Aluminium. Finition structure: Noir. Matière du diffuseur: Polycarbonate. Finition diffuseur: Nuancé. Garantie: 3 Ans.  Poids net du produit (kg): 0.54 Largeur ou diamètre du produit (mm): 390 Hauteur du produit (mm): 50 Sortie du produit (mm): 150  Classe 2. IP: IP44. LED. Nombre de douilles ou LED: 1. Puissance maximale de la source lumineuse: 7W. Température de couleur: 4000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 5. Durée de vie en heures: 36.000h L70B30. Facteur UGR: 23.1. Risque photobiologique: RG0. % de Flickering: &lt;10%. Flux réel (lm): 581. Flux nominal (lm): 936. Lm/W réels: 70. Plage de tension/fréquence: 220-240/50-60Hz. Tension: 3. Appareillage fourni: Oui. Puissance totale: 8.3. Facteur de puissance: 0.80. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, Polycarbonate","Noir, Nuancé",,390,50,150,"1xLED 7 936 lm",Oui,E,20,"Discontinuo FR",2023,"0,73","14,6","0,54","0,004","0,08",163,57,400,,,,,,,,,,,,,,,,"8,3",936,581,4000K,80,SPOT,ON-OFF,IP44,,https://files.ledsc4.com/main-photo/DE-0121-NEG,https://files.ledsc4.com/ambience-photo/1/DE-0121-NEG,,,,,https://files.ledsc4.com/imc/DE-0121-NEG.html,https://files.ledsc4.com/el/DE-0121-NEG.html,https://files.ledsc4.com/fm/DE-0121-NEG.html,,,,https://files.ledsc4.com/ies/DE-0121-NEG.html,https://files.ledsc4.com/ldt/DE-0121-NEG.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
DE-0122-NEG,V0,Oui,"Salle de bains",8445386487373,NORA,Forlight,"90,05",3,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/DE-0122-NEG.html,"SALLE DE BAINS NORA LED 13.5W 4000K ON-OFF NOIR 1512","LedsC4 NORA DE-0122-NEG  Salle de bains à usage intérieur  Matière de la structure: Aluminium. Finition structure: Noir. Matière du diffuseur: Polycarbonate. Finition diffuseur: Nuancé. Garantie: 3 Ans.  Poids net du produit (kg): 0.61 Largeur ou diamètre du produit (mm): 590 Hauteur du produit (mm): 50 Sortie du produit (mm): 150  Classe 2. IP: IP44. LED. Nombre de douilles ou LED: 1. Puissance maximale de la source lumineuse: 12.2W. Température de couleur: 4000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 5. Durée de vie en heures: 36.000h L70B30. Facteur UGR: 22.7. Risque photobiologique: RG0. % de Flickering: &lt;10%. Flux réel (lm): 805. Flux nominal (lm): 1512. Lm/W réels: 60. Plage de tension/fréquence: 220-240/50-60Hz. Tension: 3. Appareillage fourni: Oui. Puissance totale: 13.5. Facteur de puissance: 0.82. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, Polycarbonate","Noir, Nuancé",,590,50,150,"1xLED 12.2 1512 lm",Oui,F,20,"Discontinuo FR",2023,"0,91","18,2","0,61","0,006","0,12",162,55,602,,,,,,,,,,,,,,,,"13,5",1512,805,4000K,80,SPOT,ON-OFF,IP44,,https://files.ledsc4.com/main-photo/DE-0122-NEG,https://files.ledsc4.com/ambience-photo/1/DE-0122-NEG,,,,,https://files.ledsc4.com/imc/DE-0122-NEG.html,https://files.ledsc4.com/el/DE-0122-NEG.html,https://files.ledsc4.com/fm/DE-0122-NEG.html,,,,https://files.ledsc4.com/ies/DE-0122-NEG.html,https://files.ledsc4.com/ldt/DE-0122-NEG.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
DE-0124-NEG,V0,Oui,"Applique murale",8445386487465,METÀ,Forlight,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/DE-0124-NEG.html,"APPLIQUE MURALE METÀ E14 9W NOIR","LedsC4 METÀ DE-0124-NEG  Applique murale à usage intérieur  Matière de la structure: Aluminium. Finition structure: Noir. Matière du diffuseur: Verre. Finition diffuseur: Blanc opale. Garantie: 2 Ans.  Poids net du produit (kg): 0.49 Longueur du produit (mm): 100 Largeur ou diamètre du produit (mm): 80 Hauteur du produit (mm): 172  Classe 2. IP: IP44. Appareillage fourni: No. Puissance totale: 9. Facteur de puissance: NULL.",9405199090,"Aluminium, Verre","Noir, Blanc opale",100,80,172,,,Non,"NA EPREL",18,"Descatalogado FR",2023,"0,81","14,58","0,49","0,003","0,054",12,115,215,,,,,,,,,,,,,,,,9,,,,,,,IP44,,https://files.ledsc4.com/main-photo/DE-0124-NEG,https://files.ledsc4.com/ambience-photo/1/DE-0124-NEG,,,,,https://files.ledsc4.com/imc/DE-0124-NEG.html,,https://files.ledsc4.com/fm/DE-0124-NEG.html,,,,https://files.ledsc4.com/ies/DE-0124-NEG.html,https://files.ledsc4.com/ldt/DE-0124-NEG.html,,RETILAP-DECORATIVE,FX-INC-II,,,,
DE-0133-NEG,V0,Non,"Applique de plafond",8445386638560,GIRO,Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/DE-0133-NEG.html,"APPLIQUE DE PLAFOND GIRO LED 10.8W SW 3000-4000K NOIR 327LM","LedsC4 GIRO DE-0133-NEG  Applique de plafond à usage intérieur  Matière de la structure: Acier. Finition structure: Noir. Matière du diffuseur: Verre. Finition diffuseur: OPAL. Garantie: 2 Ans.  Poids net du produit (kg): 1.23 Largeur ou diamètre du produit (mm): 230 Hauteur du produit (mm): 80  Classe 2. IP: IP44. LED. Nombre de douilles ou LED: 1. Puissance maximale de la source lumineuse: 10.8W. Température de couleur: SW 3000-4000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 36.000h L70B30. Facteur UGR: 15.7. Risque photobiologique: RG0. Flux réel (lm): 327. Flux nominal (lm): 1487. Lm/W réels: 29. Tension: 3. Appareillage fourni: Oui. Puissance totale: 11.2. Facteur de puissance: 0.83.",9405119090,"Acier, Verre","Noir, OPAL",,230,80,,"1xLED 10.8 1487 lm",Oui,E,6,"Descatalogado FR",2023,"1,5",9,"1,23","0,012","0,072",290,125,290,,,,,,,,,,,,,,,,"11,2",1487,327,"SW 3000-4000K",80,SPOT,,IP44,,https://files.ledsc4.com/main-photo/DE-0133-NEG,,,,https://files.ledsc4.com/detail-photo/1/DE-0133-NEG,https://files.ledsc4.com/detail-photo/2/DE-0133-NEG,https://files.ledsc4.com/imc/DE-0133-NEG.html,https://files.ledsc4.com/el/DE-0133-NEG.html,https://files.ledsc4.com/fm/DE-0133-NEG.html,,,,https://files.ledsc4.com/ies/DE-0133-NEG.html,https://files.ledsc4.com/ldt/DE-0133-NEG.html,,,FX-LED-II,,,,
DE-0129-CRO,V0,Oui,"Encastrables au plafond",8445386487236,FEU,Forlight,"10,85",3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/DE-0129-CRO.html,"ENCASTRABLES AU PLAFOND FEU GU10 8W CHROME","LedsC4 FEU DE-0129-CRO  Encastrables au plafond à usage intérieur  Matière de la structure: Aluminium. Finition structure: Chrome. Matière du diffuseur: Verre. Finition diffuseur: Transparent. Garantie: 3 Ans.  Poids net du produit (kg): 0.17 Largeur ou diamètre du produit (mm): 85 Hauteur du produit (mm): 45 Ø de l&#039;orifice pour l&#039;encastrement (mm): 71 Épaisseur de plafond admise: 45  Classe 2. Luminaire non adapté pour être recouvert de matériaux isolants. IP: IN IP20 / OUT IP65. Appareillage fourni: No. Puissance totale: 8. Facteur de puissance: NULL.",9405199090,"Aluminium, Verre","Chrome, Transparent",,85,45,,,Non,"NA EPREL",50,"Discontinuo FR",2023,"0,2",10,"0,17","0,001","0,05",90,90,65,,,,,,,,,,,,,,,,8,,,,,,,"IN IP20 / OUT IP65",,https://files.ledsc4.com/main-photo/DE-0129-CRO,https://files.ledsc4.com/ambience-photo/1/DE-0129-CRO,,,,,https://files.ledsc4.com/imc/DE-0129-CRO.html,,https://files.ledsc4.com/fm/DE-0129-CRO.html,,,,https://files.ledsc4.com/ies/DE-0129-CRO.html,https://files.ledsc4.com/ldt/DE-0129-CRO.html,,RETILAP-DOWNLIGHT,FX-INC-II,,,,
