Riferimento,Versione,Predeterminato,Tipo,EAN13,Famiglia,Catalogo,"Tariffa Nazionale",Garanzia,"Etichetta V/F","Foglio dati",Descrizione,masterfile.tender_text,masterfile.codi_duaner,Materiale,Finit,Lungo,Ampiezza,Altezza,Proiezione,"Fonte di luce","Includi una lampadina","Efficienza energetica","Unità masterbox","Prodotto fuori catalogo","Lancio del prodotto","Pesce confezionato (kg)","Weight master box","Peso netto (Kg)","Unità di volume (m3)","Volume Master box (m3)","Length Box 1","Larghezza della scatola 1","Altezza scatola 1","Length Box 2","Larghezza della scatola 2","Altezza scatola 2","Length Box 3","Larghezza della scatola 3","Altezza scatola 3","Length MB 1","Ampiezza MB 1","Altezza MB 1","Length MB 2","Ampiezza MB 2","Altezza MB 2","Length MB 3","Ampiezza MB 3","Altezza MB 3","Watt (W)","Lumen (lm)","Real Lumens (lm)","Temperatura colore LED (K)",CRI,"Fascio di luce","Regolazione dei tipi",IP,IK,"Immagine Web","Immagine d'ambiente 1","Immagine d'ambiente 2","Immagine d'ambiente 3","Immagine di dettaglio 1","Immagine di dettaglio 2",IMC,EE,Fotometria,masterfile.ploma_comercial,Accessori,3D,masterfile.ies,masterfile.ldt,"Codi Kenya","Codi RETILAP","Marocco Codice","Codice Paese 4","Codice Paese 5","Codice Paese 6",Modello
PX-0510-BLA,V0,Sì,"Superficie a soffitto",8445386638300,"Scal ø200",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/it/PX-0510-BLA.html,"SUPERFICIE A SOFFITTO IP54 SCAL Ø200 LED 13.5W SW 3000-4000-6000K ON-OFF BIANCO","LedsC4 Scal ø200 PX-0510-BLA  Superficie a soffitto per uso esterno  Metri del cavo incluso: 110. Materiale della struttura: Polipropilene. Finitura struttura: Bianco. Materiale del diffusore: Polipropilene. Finitura diffusore: Sfumato. Garanzia: 2 Anni.  Peso netto del prodotto (Kg): 0.24 Larghezza o diametro del prodotto (mm): 200 Altezza del prodotto (mm): 47  Classe 2. IP: IP54. IK: IK10. LED. Nº di portalampada o Leds: 1. Potenza massima della sorgente luminosa: 13.5W. Temperatura di colore: SW 3000-4000-6000K. Indice di riproduzione cromatica: 80. Steps Mac Adam: 3. Ore di vita: 36.000h L70B30. UGR: 24.0. Rischio fotobiologico: RG1. Flusso reale (lm): 1637. Flusso nominale (lm): 2160. Lm/W reali: 114. Intervallo di tensione / frequenza: 220-240/50-60Hz. Voltaggio: 3.2. Temperatura di colore: SW 3000-4000-6000K. Indice di riproduzione cromatica: 80. Steps Mac Adam: 3. Ore di vita: 36.000h L70B30. UGR: 24.0. Rischio fotobiologico: RG1. Flusso reale (lm): 1637. Flusso nominale (lm): 2160. Lm/W reali: 114. Voltaggio: 3.2. Dispositivo incluso: Sì. Potenza totale: 14.4. Fattore di potenza: 0.60. Dispositivo regolabile incluso: ON-OFF.",9405114090,"Polipropilene, Polipropilene","Bianco, Sfumato",,200,47,,"1xLED 13.5 2160 lm",Sì,E,20,"Descatalogado IT",2023,"0,48","9,6","0,24","0,003","0,06",205,55,205,,,,,,,,,,,,,,,,"14,4",2160,1637,"SW 3000-4000-6000K",80,SPOT,ON-OFF,IP54,IK10,https://files.ledsc4.com/main-photo/PX-0510-BLA,https://files.ledsc4.com/ambience-photo/1/PX-0510-BLA,,,https://files.ledsc4.com/detail-photo/1/PX-0510-BLA,https://files.ledsc4.com/detail-photo/2/PX-0510-BLA,https://files.ledsc4.com/imc/PX-0510-BLA.html,https://files.ledsc4.com/el/PX-0510-BLA.html,https://files.ledsc4.com/fm/PX-0510-BLA.html,,,,https://files.ledsc4.com/ies/PX-0510-BLA.html,https://files.ledsc4.com/ldt/PX-0510-BLA.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
TC-0105-BLA,V0,No,"Superficie a soffitto",8445386485355,"Stac Ø400mm",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/it/TC-0105-BLA.html,"SUPERFICIE A SOFFITTO STAC Ø400MM LED 16.7W 4000K ON-OFF BIANCO 1299LM","LedsC4 Stac Ø400mm TC-0105-BLA  Superficie a soffitto per uso esterno  Materiale della struttura: Acciaio. Finitura struttura: Bianco. Materiale del diffusore: Polistirolo. Finitura diffusore: OPAL. Garanzia: 2 Anni.  Peso netto del prodotto (Kg): 0.89 Larghezza o diametro del prodotto (mm): 400 Altezza del prodotto (mm): 50  Classe 1. IP: IP20. LED. Nº di portalampada o Leds: 1. Potenza massima della sorgente luminosa: 16.7W. Temperatura di colore: 4000K. Indice di riproduzione cromatica: 80. Steps Mac Adam: 3. Ore di vita: 36.000h L70B30. UGR: 17.1. Rischio fotobiologico: RG0. Flusso reale (lm): 1299. Flusso nominale (lm): 2550. Lm/W reali: 71. Intervallo di tensione / frequenza: 175-265V /  50-60Hz. Voltaggio: 6. Dispositivo incluso: Sì. Potenza totale: 18.3. Fattore di potenza: 0.44. Dispositivo regolabile incluso: ON-OFF.",9405119090,"Acciaio, Polistirolo","Bianco, OPAL",,400,50,,"1xLED 16.7 2550 lm",Sì,F,10,"Descatalogado IT",2023,"1,25","12,5","0,89","0,012","0,12",405,45,400,,,,,,,,,,,,,,,,"18,3",2550,1299,4000K,80,SPOT,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/TC-0105-BLA,https://files.ledsc4.com/ambience-photo/1/TC-0105-BLA,https://files.ledsc4.com/ambience-photo/2/TC-0105-BLA,https://files.ledsc4.com/ambience-photo/3/TC-0105-BLA,https://files.ledsc4.com/detail-photo/1/TC-0105-BLA,,https://files.ledsc4.com/imc/TC-0105-BLA.html,https://files.ledsc4.com/el/TC-0105-BLA.html,https://files.ledsc4.com/fm/TC-0105-BLA.html,,,,https://files.ledsc4.com/ies/TC-0105-BLA.html,https://files.ledsc4.com/ldt/TC-0105-BLA.html,,,FX-LED-I,,,,
TC-0106-BLA,V0,No,"Superficie a soffitto",8445386485362,"Stac Ø600mm",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/it/TC-0106-BLA.html,"SUPERFICIE A SOFFITTO STAC Ø600MM LED 34.5W 4000K ON-OFF BIANCO 2994LM","LedsC4 Stac Ø600mm TC-0106-BLA  Superficie a soffitto per uso esterno  Materiale della struttura: Acciaio. Finitura struttura: Bianco. Materiale del diffusore: Polistirolo. Finitura diffusore: OPAL. Garanzia: 2 Anni.  Peso netto del prodotto (Kg): 2.12 Larghezza o diametro del prodotto (mm): 600 Altezza del prodotto (mm): 50  Classe 1. IP: IP20. LED. Nº di portalampada o Leds: 1. Potenza massima della sorgente luminosa: 34.5W. Temperatura di colore: 4000K. Indice di riproduzione cromatica: 80. Steps Mac Adam: 3. Ore di vita: 36.000h L70B30. UGR: 17.2. Rischio fotobiologico: RG0. % de Flickering: +/- 3%. Flusso reale (lm): 2994. Flusso nominale (lm): 4500. Lm/W reali: 71. Intervallo di tensione / frequenza: 175-265V /  50-60Hz. Voltaggio: 6. Dispositivo incluso: Sì. Potenza totale: 42. Fattore di potenza: 0.49. Dispositivo regolabile incluso: ON-OFF.",9405119090,"Acciaio, Polistirolo","Bianco, OPAL",,600,50,,"1xLED 34.5 4500 lm",Sì,F,5,"Descatalogado IT",2023,"2,82","14,1","2,12","0,025","0,125",600,60,600,,,,,,,,,,,,,,,,42,4500,2994,4000K,80,SPOT,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/TC-0106-BLA,https://files.ledsc4.com/ambience-photo/1/TC-0106-BLA,,,https://files.ledsc4.com/detail-photo/1/TC-0106-BLA,,https://files.ledsc4.com/imc/TC-0106-BLA.html,https://files.ledsc4.com/el/TC-0106-BLA.html,https://files.ledsc4.com/fm/TC-0106-BLA.html,,,,https://files.ledsc4.com/ies/TC-0106-BLA.html,https://files.ledsc4.com/ldt/TC-0106-BLA.html,,,FX-LED-I,,,,
PX-0541-ALU,V0,Sì,"Superficie a parete",8445386479538,"Rect Square",Forlight,"41,95",3,220-240V/50-60Hz,https://files.ledsc4.com/ft2/it/PX-0541-ALU.html,"SUPERFICIE A PARETE IP65 RECT SQUARE LED 3.3W 3000K ACCIAIO INOSSIDABILE 345","LedsC4 Rect Square PX-0541-ALU  Superficie a parete per uso esterno  Metri del cavo incluso: 0.1. Materiale della struttura: Acciaio inossidabile AISI 304. Finitura struttura: Acciaio inossidabile. Materiale del diffusore: Policarbonato. Finitura diffusore: OPAL. Garanzia: 3 Anni.  Peso netto del prodotto (Kg): 0.3 Larghezza o diametro del prodotto (mm): 135 Altezza del prodotto (mm): 135 Fuoriuscita del prodotto: 65 Ø del foro per incasso (mm): 63  Classe 1. IP: IP65. IK: IK07. LED. Nº di portalampada o Leds: 1. Potenza massima della sorgente luminosa: 3.3W. Temperatura di colore: 3000K. Indice di riproduzione cromatica: 80. Steps Mac Adam: 5. Ore di vita: 36.000h L70B30. UGR: 20.3. Rischio fotobiologico: RG0. Flusso reale (lm): 235. Flusso nominale (lm): 345. Lm/W reali: 71. Voltaggio: 18. Dispositivo incluso: Sì. Potenza totale: 3.3. Fattore di potenza: 0.49.",9405119090,"Acciaio inossidabile AISI 304, Policarbonato","Acciaio inossidabile, OPAL",,135,135,65,"1xLED 3.3 345 lm",Sì,F,48,"Discontinuo IT",2023,"0,41","19,68","0,3","0,002","0,096",140,140,750,,,,,,,,,,,,,,,,"3,3",345,235,3000K,80,SPOT,,IP65,IK07,https://files.ledsc4.com/main-photo/PX-0541-ALU,,,,https://files.ledsc4.com/detail-photo/1/PX-0541-ALU,https://files.ledsc4.com/detail-photo/2/PX-0541-ALU,https://files.ledsc4.com/imc/PX-0541-ALU.html,https://files.ledsc4.com/el/PX-0541-ALU.html,https://files.ledsc4.com/fm/PX-0541-ALU.html,,https://files.ledsc4.com/ft3/it/PX-0541-ALU.html,,https://files.ledsc4.com/ies/PX-0541-ALU.html,https://files.ledsc4.com/ldt/PX-0541-ALU.html,,RETILAP-APLIQUE,FX-LED-I,,,,
DE-0114-BLA,V0,Sì,"Superficie a parete",8445386487625,ROC,Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/it/DE-0114-BLA.html,"SUPERFICIE A PARETE ROC LED 7.3W 3000K ON-OFF BIANCO 770","LedsC4 ROC DE-0114-BLA  Superficie a parete  Il modulo ottico può ruotare facilmente fino a 360º. Materiale della struttura: Acciaio. Finitura struttura: Bianco. Materiale del diffusore: Policarbonato. Finitura diffusore: OPAL. Garanzia: 2 Anni.  Peso netto del prodotto (Kg): 0.58 Larghezza o diametro del prodotto (mm): 215 Altezza del prodotto (mm): 85  Classe 2. IP: IP20. LED. Nº di portalampada o Leds: 1. Potenza massima della sorgente luminosa: 6.6W. Temperatura di colore: 3000K. Indice di riproduzione cromatica: 80. Steps Mac Adam: 3. Ore di vita: 36.000h L70B30. UGR: 18.7. Rischio fotobiologico: RG0. % de Flickering: +/- 3%. Flusso reale (lm): 342. Flusso nominale (lm): 770. Lm/W reali: 47. Intervallo di tensione / frequenza: 220-240 VAC/50-60Hz. Voltaggio: 3. Dispositivo incluso: Sì. Potenza totale: 7.3. Fattore di potenza: 0.70. Dispositivo regolabile incluso: ON-OFF.",9405119090,"Acciaio, Policarbonato","Bianco, OPAL",,215,85,,"1xLED 6.6 770 lm",Sì,F,6,"Descatalogado IT",2023,"0,99","5,94","0,58","0,007","0,042",250,98,251,,,,,,,,,,,,,,,,"7,3",770,342,3000K,80,"Check Photometric file",ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0114-BLA,https://files.ledsc4.com/ambience-photo/1/DE-0114-BLA,https://files.ledsc4.com/ambience-photo/2/DE-0114-BLA,https://files.ledsc4.com/ambience-photo/3/DE-0114-BLA,https://files.ledsc4.com/detail-photo/1/DE-0114-BLA,https://files.ledsc4.com/detail-photo/2/DE-0114-BLA,https://files.ledsc4.com/imc/DE-0114-BLA.html,https://files.ledsc4.com/el/DE-0114-BLA.html,https://files.ledsc4.com/fm/DE-0114-BLA.html,,,,https://files.ledsc4.com/ies/DE-0114-BLA.html,https://files.ledsc4.com/ldt/DE-0114-BLA.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
DE-0115-BLA,V0,Sì,"Superficie a parete",8445386485829,JANET,Forlight,"83,55",3,220-240V/50-60Hz,https://files.ledsc4.com/ft2/it/DE-0115-BLA.html,"SUPERFICIE A PARETE JANET LED E27 18.4W 3000K ON-OFF BIANCO 184","LedsC4 JANET DE-0115-BLA  Superficie a parete per uso interno  Materiale della struttura: Alluminio. Finitura struttura: Bianco. Materiale del diffusore: Tessile. Finitura diffusore: Blanc. Garanzia: 3 Anni.  Peso netto del prodotto (Kg): 0.71 Lunghezza del prodotto (mm): 450 Larghezza o diametro del prodotto (mm): 235 Altezza del prodotto (mm): 225  Classe 1. IP: IP20. LED. Nº di portalampada o Leds: 1. Marchio del LED: CREE. Potenza massima della sorgente luminosa: 2.1W. Temperatura di colore: 3000K. Indice di riproduzione cromatica: 80. Steps Mac Adam: 3. Ore di vita: 36.000h L70B30. UGR: 9.2. Rischio fotobiologico: RG2. % de Flickering: &lt;5%. Flusso reale (lm): 107. Flusso nominale (lm): 184. Lm/W reali: 6. Intervallo di tensione / frequenza: 220-240V/ 50-60Hz. Voltaggio: 3. Dispositivo incluso: Sì. Potenza totale: 18.4. Fattore di potenza: 0.47. Dispositivo regolabile incluso: ON-OFF.",9405119090,"Alluminio, Tessile","Bianco, Blanc",450,235,225,,"1xLED 2.1 184 lm",Sì,G,8,"Discontinuo IT",2023,"0,93","7,44","0,71","0,017","0,136",305,245,205,,,,,,,,,,,,,,,,"18,4",184,107,3000K,80,SPOT,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0115-BLA,https://files.ledsc4.com/ambience-photo/1/DE-0115-BLA,,,https://files.ledsc4.com/detail-photo/1/DE-0115-BLA,https://files.ledsc4.com/detail-photo/2/DE-0115-BLA,https://files.ledsc4.com/imc/DE-0115-BLA.html,https://files.ledsc4.com/el/DE-0115-BLA.html,https://files.ledsc4.com/fm/DE-0115-BLA.html,,,,https://files.ledsc4.com/ies/DE-0115-BLA.html,https://files.ledsc4.com/ldt/DE-0115-BLA.html,,RETILAP-DECORATIVE,FX-INC-I,,,,
DE-0121-NEG,V0,Sì,Bagno,8445386487366,NORA,Forlight,"65,2",3,220-240V/50-60Hz,https://files.ledsc4.com/ft2/it/DE-0121-NEG.html,"BAGNO NORA LED 8.3W 4000K ON-OFF NERO 936","LedsC4 NORA DE-0121-NEG  Bagno per uso interno  Materiale della struttura: Alluminio. Finitura struttura: Nero. Materiale del diffusore: Policarbonato. Finitura diffusore: Sfumato. Garanzia: 3 Anni.  Peso netto del prodotto (Kg): 0.54 Larghezza o diametro del prodotto (mm): 390 Altezza del prodotto (mm): 50 Fuoriuscita del prodotto: 150  Classe 2. IP: IP44. LED. Nº di portalampada o Leds: 1. Potenza massima della sorgente luminosa: 7W. Temperatura di colore: 4000K. Indice di riproduzione cromatica: 80. Steps Mac Adam: 5. Ore di vita: 36.000h L70B30. UGR: 23.1. Rischio fotobiologico: RG0. % de Flickering: &lt;10%. Flusso reale (lm): 581. Flusso nominale (lm): 936. Lm/W reali: 70. Intervallo di tensione / frequenza: 220-240/50-60Hz. Voltaggio: 3. Dispositivo incluso: Sì. Potenza totale: 8.3. Fattore di potenza: 0.80. Dispositivo regolabile incluso: ON-OFF.",9405119090,"Alluminio, Policarbonato","Nero, Sfumato",,390,50,150,"1xLED 7 936 lm",Sì,E,20,"Discontinuo IT",2023,"0,73","14,6","0,54","0,004","0,08",163,57,400,,,,,,,,,,,,,,,,"8,3",936,581,4000K,80,SPOT,ON-OFF,IP44,,https://files.ledsc4.com/main-photo/DE-0121-NEG,https://files.ledsc4.com/ambience-photo/1/DE-0121-NEG,,,,,https://files.ledsc4.com/imc/DE-0121-NEG.html,https://files.ledsc4.com/el/DE-0121-NEG.html,https://files.ledsc4.com/fm/DE-0121-NEG.html,,,,https://files.ledsc4.com/ies/DE-0121-NEG.html,https://files.ledsc4.com/ldt/DE-0121-NEG.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
DE-0122-NEG,V0,Sì,Bagno,8445386487373,NORA,Forlight,"90,05",3,220-240V/50-60Hz,https://files.ledsc4.com/ft2/it/DE-0122-NEG.html,"BAGNO NORA LED 13.5W 4000K ON-OFF NERO 1512","LedsC4 NORA DE-0122-NEG  Bagno per uso interno  Materiale della struttura: Alluminio. Finitura struttura: Nero. Materiale del diffusore: Policarbonato. Finitura diffusore: Sfumato. Garanzia: 3 Anni.  Peso netto del prodotto (Kg): 0.61 Larghezza o diametro del prodotto (mm): 590 Altezza del prodotto (mm): 50 Fuoriuscita del prodotto: 150  Classe 2. IP: IP44. LED. Nº di portalampada o Leds: 1. Potenza massima della sorgente luminosa: 12.2W. Temperatura di colore: 4000K. Indice di riproduzione cromatica: 80. Steps Mac Adam: 5. Ore di vita: 36.000h L70B30. UGR: 22.7. Rischio fotobiologico: RG0. % de Flickering: &lt;10%. Flusso reale (lm): 805. Flusso nominale (lm): 1512. Lm/W reali: 60. Intervallo di tensione / frequenza: 220-240/50-60Hz. Voltaggio: 3. Dispositivo incluso: Sì. Potenza totale: 13.5. Fattore di potenza: 0.82. Dispositivo regolabile incluso: ON-OFF.",9405119090,"Alluminio, Policarbonato","Nero, Sfumato",,590,50,150,"1xLED 12.2 1512 lm",Sì,F,20,"Discontinuo IT",2023,"0,91","18,2","0,61","0,006","0,12",162,55,602,,,,,,,,,,,,,,,,"13,5",1512,805,4000K,80,SPOT,ON-OFF,IP44,,https://files.ledsc4.com/main-photo/DE-0122-NEG,https://files.ledsc4.com/ambience-photo/1/DE-0122-NEG,,,,,https://files.ledsc4.com/imc/DE-0122-NEG.html,https://files.ledsc4.com/el/DE-0122-NEG.html,https://files.ledsc4.com/fm/DE-0122-NEG.html,,,,https://files.ledsc4.com/ies/DE-0122-NEG.html,https://files.ledsc4.com/ldt/DE-0122-NEG.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
DE-0124-NEG,V0,Sì,"Superficie a parete",8445386487465,METÀ,Forlight,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/it/DE-0124-NEG.html,"SUPERFICIE A PARETE METÀ E14 9W NERO","LedsC4 METÀ DE-0124-NEG  Superficie a parete per uso interno  Materiale della struttura: Alluminio. Finitura struttura: Nero. Materiale del diffusore: Vetro. Finitura diffusore: Bianco opalino. Garanzia: 2 Anni.  Peso netto del prodotto (Kg): 0.49 Lunghezza del prodotto (mm): 100 Larghezza o diametro del prodotto (mm): 80 Altezza del prodotto (mm): 172  Classe 2. IP: IP44. Dispositivo incluso: No. Potenza totale: 9. Fattore di potenza: NULL.",9405199090,"Alluminio, Vetro","Nero, Bianco opalino",100,80,172,,,No,"NA EPREL",18,"Descatalogado IT",2023,"0,81","14,58","0,49","0,003","0,054",12,115,215,,,,,,,,,,,,,,,,9,,,,,,,IP44,,https://files.ledsc4.com/main-photo/DE-0124-NEG,https://files.ledsc4.com/ambience-photo/1/DE-0124-NEG,,,,,https://files.ledsc4.com/imc/DE-0124-NEG.html,,https://files.ledsc4.com/fm/DE-0124-NEG.html,,,,https://files.ledsc4.com/ies/DE-0124-NEG.html,https://files.ledsc4.com/ldt/DE-0124-NEG.html,,RETILAP-DECORATIVE,FX-INC-II,,,,
DE-0133-NEG,V0,No,"Superficie a soffitto",8445386638560,GIRO,Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/it/DE-0133-NEG.html,"SUPERFICIE A SOFFITTO GIRO LED 10.8W SW 3000-4000K NERO 327LM","LedsC4 GIRO DE-0133-NEG  Superficie a soffitto per uso interno  Materiale della struttura: Acciaio. Finitura struttura: Nero. Materiale del diffusore: Vetro. Finitura diffusore: OPAL. Garanzia: 2 Anni.  Peso netto del prodotto (Kg): 1.23 Larghezza o diametro del prodotto (mm): 230 Altezza del prodotto (mm): 80  Classe 2. IP: IP44. LED. Nº di portalampada o Leds: 1. Potenza massima della sorgente luminosa: 10.8W. Temperatura di colore: SW 3000-4000K. Indice di riproduzione cromatica: 80. Steps Mac Adam: 3. Ore di vita: 36.000h L70B30. UGR: 15.7. Rischio fotobiologico: RG0. Flusso reale (lm): 327. Flusso nominale (lm): 1487. Lm/W reali: 29. Voltaggio: 3. Dispositivo incluso: Sì. Potenza totale: 11.2. Fattore di potenza: 0.83.",9405119090,"Acciaio, Vetro","Nero, OPAL",,230,80,,"1xLED 10.8 1487 lm",Sì,E,6,"Descatalogado IT",2023,"1,5",9,"1,23","0,012","0,072",290,125,290,,,,,,,,,,,,,,,,"11,2",1487,327,"SW 3000-4000K",80,SPOT,,IP44,,https://files.ledsc4.com/main-photo/DE-0133-NEG,,,,https://files.ledsc4.com/detail-photo/1/DE-0133-NEG,https://files.ledsc4.com/detail-photo/2/DE-0133-NEG,https://files.ledsc4.com/imc/DE-0133-NEG.html,https://files.ledsc4.com/el/DE-0133-NEG.html,https://files.ledsc4.com/fm/DE-0133-NEG.html,,,,https://files.ledsc4.com/ies/DE-0133-NEG.html,https://files.ledsc4.com/ldt/DE-0133-NEG.html,,,FX-LED-II,,,,
DE-0129-CRO,V0,Sì,"Incassi a soffitto",8445386487236,FEU,Forlight,"10,85",3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/it/DE-0129-CRO.html,"INCASSI A SOFFITTO FEU GU10 8W CROMO","LedsC4 FEU DE-0129-CRO  Incassi a soffitto per uso interno  Materiale della struttura: Alluminio. Finitura struttura: Cromo. Materiale del diffusore: Vetro. Finitura diffusore: Trasparente. Garanzia: 3 Anni.  Peso netto del prodotto (Kg): 0.17 Larghezza o diametro del prodotto (mm): 85 Altezza del prodotto (mm): 45 Ø del foro per incasso (mm): 71 Spessore del soffitto ammesso: 45  Classe 2. Luminaria non adatta per essere rivestita con materiali isolanti. IP: IN IP20 / OUT IP65. Dispositivo incluso: No. Potenza totale: 8. Fattore di potenza: NULL.",9405199090,"Alluminio, Vetro","Cromo, Trasparente",,85,45,,,No,"NA EPREL",50,"Discontinuo IT",2023,"0,2",10,"0,17","0,001","0,05",90,90,65,,,,,,,,,,,,,,,,8,,,,,,,"IN IP20 / OUT IP65",,https://files.ledsc4.com/main-photo/DE-0129-CRO,https://files.ledsc4.com/ambience-photo/1/DE-0129-CRO,,,,,https://files.ledsc4.com/imc/DE-0129-CRO.html,,https://files.ledsc4.com/fm/DE-0129-CRO.html,,,,https://files.ledsc4.com/ies/DE-0129-CRO.html,https://files.ledsc4.com/ldt/DE-0129-CRO.html,,RETILAP-DOWNLIGHT,FX-INC-II,,,,
TC-0220-NEG,V0,Sì,Struttura,8445386485416,"Mix Frame Ø96mm",Forlight,18,3,,https://files.ledsc4.com/ft2/it/TC-0220-NEG.html,"STRUTTURA MIX FRAME Ø96MM ALLUMINIO NERO IP65","LedsC4 Mix Frame Ø96mm TC-0220-NEG  Struttura per uso interno per illuminare verso il basso.  Materiale della struttura: Alluminio. Finitura struttura: Nero. Garanzia: 3 Anni.  Peso netto del prodotto (Kg): 0.12 Larghezza o diametro del prodotto (mm): 96 Altezza del prodotto (mm): 37 Ø del foro per incasso (mm): 75 Spessore del soffitto ammesso: 0-30  Prova filo incandescente: 960. IP: IP65.",9405990090,Alluminio,Nero,,96,37,,,No,"NA EPREL",50,"Discontinuo IT",2023,"0,16",8,"0,12","0,001","0,05",110,50,110,,,,,,,,,,,,,,,,,,,,,,,IP65,,https://files.ledsc4.com/main-photo/TC-0220-NEG,,,,,,https://files.ledsc4.com/imc/TC-0220-NEG.html,,,https://files.ledsc4.com/pl/TC-0220-NEG.html,https://files.ledsc4.com/ft3/it/TC-0220-NEG.html,,,,,,NA-Accessory,,,,
DE-0148-NEG,V0,Sì,"Lampada flessibile regolabile",8445386694931,Pomo,DIY,,5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/it/DE-0148-NEG.html,"LAMPADA FLESSIBILE REGOLABILE POMO E27 15W NERO LEGNO CHIARO","LedsC4 Pomo DE-0148-NEG  Lampada flessibile regolabile  Il modulo ottico può ruotare facilmente fino a 360º. Materiale della struttura: Legno, Acciaio. Finitura struttura: Nero, Legno chiaro. Garanzia: 5 Anni.  Peso netto del prodotto (Kg): 0.79 Larghezza o diametro del prodotto (mm): 150 Altezza del prodotto (mm): 400 Fuoriuscita del prodotto: 320  Classe 2. IP: IP20. Potenza totale: 15.",9405299090,"Legno, Acciaio, Acciaio","Nero, Legno chiaro, Opaco",,150,400,320,,No,"NA EPREL",8,"Inactivo IT",2024,"1,17","9,36","0,79","0,016","0,128",280,175,300,,,,,,,,,,,,,,,,15,,,,,,,IP20,,https://files.ledsc4.com/main-photo/DE-0148-NEG,https://files.ledsc4.com/ambience-photo/1/DE-0148-NEG,,,https://files.ledsc4.com/detail-photo/1/DE-0148-NEG,https://files.ledsc4.com/detail-photo/2/DE-0148-NEG,https://files.ledsc4.com/imc/DE-0148-NEG.html,,,,,,,,,RETILAP-DECORATIVE,FX-INC-II,,,,
TC-0002-NEG,V0,Sì,"Incassi a soffitto",8445386721026,"Jet Ø120mm",Forlight,"25,5",5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/it/TC-0002-NEG.html,"INCASSI A SOFFITTO JET Ø120MM LED 10.1W 3000K ON-OFF NERO IN IP20 / OUT IP54 10","LedsC4 Jet Ø120mm TC-0002-NEG  Incassi a soffitto per uso interno per illuminare verso il basso.  Materiale della struttura: Alluminio. Finitura struttura: Nero. Materiale del diffusore: Polistirolo. Finitura diffusore: Bianco opalino. Garanzia: 5 Anni.  Peso netto del prodotto (Kg): 0.3 Larghezza o diametro del prodotto (mm): 120 Altezza del prodotto (mm): 53 Ø del foro per incasso (mm): 105 Spessore del soffitto ammesso: 0-25  Classe 2. Luminaria non adatta per essere rivestita con materiali isolanti. Prova filo incandescente: 750. IP: IN IP20 / OUT IP54. LED. Nº di portalampada o Leds: 1. Potenza massima della sorgente luminosa: 8.5W. Temperatura di colore: 3000K. Indice di riproduzione cromatica: 80. Steps Mac Adam: 5. Ore di vita: 36.000h L70B30. UGR: 22.0. Rischio fotobiologico: RG0. Flusso reale (lm): 527. Flusso nominale (lm): 1020. Lm/W reali: 52. Intervallo di tensione / frequenza: 100-240/50-60Hz. Voltaggio: 3. Dispositivo incluso: Sì. Potenza totale: 10.1. Fattore di potenza: 0.90. Dispositivo regolabile incluso: ON-OFF.",9405119090,"Alluminio, Polistirolo","Nero, Bianco opalino",,120,53,,"1xLED 8.5 1020.00 lm",Sì,E,40,"Discontinuo IT",2024,"0,37","14,8","0,3","0,001","0,04",130,130,63,,,,,,,,,,,,,,,,"10,1","1020,00",527,3000K,80,,ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0002-NEG,,,,,,https://files.ledsc4.com/imc/TC-0002-NEG.html,https://files.ledsc4.com/el/TC-0002-NEG.html,https://files.ledsc4.com/fm/TC-0002-NEG.html,,,,https://files.ledsc4.com/ies/TC-0002-NEG.html,https://files.ledsc4.com/ldt/TC-0002-NEG.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
